,datetime,message,negativity,neutrality,positivity,compound,city,oblast
10,"07:48 AM, 02 Jan 2023","Main events of the day in Lviv region: 🔹 There were no threats of missile attacks. 🔹 Two evacuation trains brought 10 people to Lviv region. 🔹Four trains from Lviv region went to Przemyśl with 510 people. 🔹The regional police processed 1403 calls about suspicious people and objects. 🔹 At all crossing points in the Lviv region, 7 thousand 438 people were cleared for departure per day. For entry - 5 thousand 352 people, including 5 thousand 38 Ukrainians. 🔹As of this hour, there are no queues of vehicles at the checkpoints. 🇺🇦 Lviv 24/7",0.131,0.854,0.015,-0.8807,Lviv,Dnipro-petrovsk
11,"07:48 AM, 02 Jan 2023",Minus 720 more Russian terrorists Glory to the Ukrainian soldiers who heroically defend their homeland! 🇺🇦💪🏻 🇺🇦 Lviv 24/7,0.157,0.575,0.268,0.4727,Lviv,Dnipro-petrovsk
12,"07:48 AM, 02 Jan 2023","🚒 Several floors were evacuated: a dormitory was on fire in Lviv at night On January 2, during the curfew, a fire broke out in a high-rise building in Lviv on Trolleybusna Street. According to preliminary information, the fire occurred in a room on the fifth floor of the dormitory. Rescuers evacuated more than 100 people from the building. Law enforcement officers, 5 special vehicles of the State Emergencies Service, a ladder, 6 ambulances, representatives of the ""Lvivoblenergo"" and gas service were working at the scene. The cause of the fire is currently unknown. Source: Varta 1 🇺🇦 Lviv 24/7",0.124,0.849,0.027,-0.8271,Lviv,Dnipro-petrovsk
13,"07:49 AM, 02 Jan 2023","One of the victims of the Russian attack on Kyiv on December 31 has died, - Kyiv Mayor Vitali Klitschko The 46-year-old man was in intensive care in serious condition.",0.275,0.64,0.085,-0.7269,Kyiv,Kyiv
14,"07:49 AM, 02 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
15,"07:50 AM, 02 Jan 2023","📍Kharkiv region. January 2 Yesterday, Russian occupants continued shelling the border areas of Kharkiv region and settlements close to the contact line in Kupiansk and Chuhuiv districts. In particular, under attack were: Kupiansk, Vovchansk, Ohirtseve, Novomlynsk, Andriivka, Kucherivka, Lyman Pershyi, Vilshana, Orlyanske, Kyslivka, Kotlyarivka and other settlements. ◾️ In Kupiansk, 5 private houses were damaged by enemy shelling, infrastructure was damaged. A 77-year-old woman was wounded as a result of shelling. She was provided with medical aid on the spot. ◾️ Our defenders are holding their positions securely on the contact line. We support the Armed Forces and continue to work for Victory! 🇺🇦",0.113,0.83,0.057,-0.807,Kharkiv,Kharkiv
16,"07:51 AM, 02 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
17,"07:51 AM, 02 Jan 2023","At night, 39 attack drones and one X-59 missile were shot down over Ukraine On the night of January 1-2, 2023, the Russian occupiers launched a massive strike with Iranian-made Shahed-131/136 kamikaze drones. As a result of combat work by the air defense of the Air Forces, in cooperation with the air defense of other components of the Defense Forces of Ukraine, all 39 strike UAVs were destroyed",0.157,0.763,0.08,-0.7717,n/a,n/a
18,"07:54 AM, 02 Jan 2023",Consequences of the night attack in one of Kyiv districts send news @novosti_kieva_bot 👉SUBSCRIBE,0.193,0.807,0.0,-0.4767,Kyiv,Kyiv
19,"07:54 AM, 02 Jan 2023",💡In Kyiv there are emergency power outages They were applied because the energy infrastructure of the capital was damaged as a result of the night attack. Power engineers are working to stabilize the situation send news @novosti_kieva_bot 👉SUBSCRIBE,0.197,0.755,0.048,-0.7579,Kyiv,Kyiv
20,"07:54 AM, 02 Jan 2023","This morning it became known about the death of one of the victims of the Russian attack on the capital on December 31, according to Vitali Klitschko The 46-year-old man was in intensive care in a serious condition. 🇺🇦 Ukraine Now",0.217,0.717,0.066,-0.7506,n/a,n/a
21,"07:55 AM, 02 Jan 2023","⏳9:00 Minute of silence 🕯18-year-old Valentyn Yakymchuk died on March 14 in the village of Mokhnatyn in Chernihiv region. Two more of his friends, 17-year-old brothers Yevhen and Bohdan Samodii, died with him. The boys were returning home after visiting a fellow villager, when a column of Russian vehicles was moving towards them through the village of Mokhnatyn. Valentyn's comrades were shot from machine guns. And the Russians shot at him from an infantry fighting vehicle - the young man's leg was torn off and half of his head was blown off. Valentyn Yakymchuk was a student, he studied in the first year of the National University ""Chernihiv Polytechnic"", he chose the specialty ""tourism"". The guy was fond of computer games, football, movies. ""My brother was a cool guy, funny and stylish. He liked to spend time with friends. He always helped me. This summer, he wanted to get a job for the first time, dreamed of getting a driver's license,"" - sister Alyona Yakymchuk wrote about the deceased. The deceased is survived by his parents and sister.",0.061,0.83,0.109,0.8492,Chernihiv,Chernihiv
22,"07:56 AM, 02 Jan 2023","Last night one guided missile tried to destroy an energy facility in the Dnipropetrovsk region, but failed to shoot down, as did the other three drones. There is no information about the arrivals, but a fire broke out somewhere in the region due to the falling debris.",0.35,0.624,0.025,-0.9625,n/a,n/a
23,"07:57 AM, 02 Jan 2023","Kherson region. Information about hostile attacks over the last day of January 1. Russian occupants shelled the territory of Kherson region 71 times. The enemy fired at peaceful settlements of the region from artillery, MLRS, mortars and tanks. The Russian army attacked Kherson 30 times. Enemy shells hit power lines, regional children's hospital, swimming pool, private and apartment buildings. Yesterday 1 person was killed and 4 residents of Kherson region were wounded of varying severity due to Russian shelling. https://t.me/operativnoZSU",0.244,0.723,0.033,-0.9657,Kherson,Kherson
24,"07:57 AM, 02 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
25,"07:57 AM, 02 Jan 2023",One of the victims of the Russian attack on the capital on December 31 died this morning - Vitali Klitschko said The 46-year-old man was in intensive care in serious condition. https://t.me/operativnoZSU,0.261,0.658,0.081,-0.7269,n/a,n/a
26,"07:58 AM, 02 Jan 2023",22 place names renamed in Oleksiyivska hromada of Kharkiv Oblast,0.0,1.0,0.0,0.0,Kharkiv,Kharkiv
27,"07:58 AM, 02 Jan 2023","Two recreational helicopters collide in Australia, there are fatalities - The Guardian. The disaster occurred in the city of Gold Coast in the northeast of the country. Emergency services are currently working at the scene. It is known that 13 people were injured in the accident. Three people, unfortunately, died. The cause of the collision is still unknown. 👉 Subscribe to ZN.UA",0.339,0.661,0.0,-0.9756,n/a,n/a
28,"07:58 AM, 02 Jan 2023",A 77-year-old woman was wounded and private houses and power lines were damaged as a result of a Russian strike on Kupyansk in the morning of January 1,0.167,0.833,0.0,-0.5267,n/a,n/a
29,"07:58 AM, 02 Jan 2023","‼️ Over the past day Russians shelled the territory of Kherson region 71 times: there are casualties The enemy fired at peaceful settlements of the region from artillery, MLRS, mortars and tanks. As a result of Russian shelling, 1 person was killed, 4 residents of Kherson region were injured of varying severity.",0.233,0.715,0.052,-0.9022,Kherson,Kherson
30,"08:00 AM, 02 Jan 2023",A 77-year-old woman was wounded and private houses and power lines were damaged as a result of a Russian strike on Kupyansk in the morning of January 1,0.167,0.833,0.0,-0.5267,n/a,n/a
31,"08:02 AM, 02 Jan 2023","❗️ Today, around 10:00 a.m. in Balakleya, demining and explosive ordnance disposal will be carried out Send news 👉 @Kharkiv_Lifebot 👉",0.0,1.0,0.0,0.0,n/a,n/a
32,"08:05 AM, 02 Jan 2023","Terror tactics will not work. Our skies will become a shield,"" the head of the Office of the President commented on the night drone attack. 🇺🇦 Ukraine Now",0.206,0.794,0.0,-0.7579,n/a,n/a
33,"08:09 AM, 02 Jan 2023","🎄 So the extremely difficult year 2022 has passed. But in addition to a large-scale war, this year also brought us a tough information war with a huge amount of disinformation, manipulation and fakes. And despite all the power of the Russian propaganda machine, they lost the war for the minds of the entire civilized world. 🎖 And as a sign of such, without exaggeration, an epochal event, the CPC launches the Annual Award of the Center for Countering Disinformation for a significant contribution to the defeat of Russia's information war against Ukraine ""Swing of the Year!"" 🏆 And we start it with the enchanting nomination #propagandist_of_the_year ‼ So scroll through the infographic and choose your own ""favorite"" in the poll ⤵️ You can choose your ""favorites"" from January 2 to January 7, 2023 #Goidaaa_2022 TG | FB | INST | YT | TW | TT",0.246,0.695,0.059,-0.9867,n/a,n/a
34,"08:15 AM, 02 Jan 2023","Authorities in the Voronezh region of the Russian Federation confirmed the nighttime explosions heard in the city They claim that a ""small reconnaissance unmanned aerial vehicle"" was shot down as it approached Voronezh, and there were no casualties or damage. According to the authorities, the UAV was launched from the territory of Ukraine. No other details were reported. 🇺🇦 Ukraine Now",0.117,0.86,0.023,-0.7269,n/a,n/a
35,"08:24 AM, 02 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
36,"08:24 AM, 02 Jan 2023","As for the subway, turnstiles are fully operational only at the stations: ""Heroes of the Dnipro"", ""Pochayna"", ""Taras Shevchenko"", ""Kontraktova Square"", ""Syrets"", ""Palace of Sports"", ""Klovska"", ""Druzhby Narodiv"", ""Vydubychi"", ""Slavutych"", ""Osokorky"", ""Pozniaky"", ""Kharkivska"". send news @novosti_kieva_bot 👉SUBSCRIBE",0.0,0.916,0.084,0.5106,n/a,n/a
37,"08:28 AM, 02 Jan 2023","‼️ The Defence Intelligence of Ukraine constantly monitors the nuclear component of the Russian Armed Forces 📌 The terrorist country has all types of nuclear weapons in its arsenal. Both tactical and strategic, but the military intelligence of Ukraine constantly monitors its movement. This was stated by the representative of the Defence Intelligence of Ukraine Vadym Skibitskyi on the air of the national telethon. ""Firstly, we know all the storage sites. Secondly, we know the number and location of tactical nuclear weapons. We constantly monitor all movements of all carriers. We monitor active measures that can be carried out or are being carried out by the Twelfth Main Directorate of the Ministry of Defense of the Russian Federation. It is responsible for the preparation and delivery of nuclear charges to weapons"", Vadym Skibitskyi noted. ☝️ Despite the fact that this process is not easy, the Defence Intelligence of Ukraine has experience in monitoring and intelligence of strategic and other exercises of nuclear forces, which have been conducted since 2014 and earlier. ▫️ ""That is, we know all procedural issues. Because of this, the Defence Intelligence of Ukraine constantly keeps the nuclear component of the Russian Armed Forces under control,"" emphasizes the representative of the Defence Intelligence of Ukraine. https://t.me/operativnoZSU",0.059,0.761,0.18,0.9795,n/a,n/a
38,"08:28 AM, 02 Jan 2023",Another unpacking ↪So__1FAE1↩ https://t.me/operativnoZSU,0.0,1.0,0.0,0.0,n/a,n/a
39,"08:28 AM, 02 Jan 2023",Unpacking an enemy BMP-3 https://t.me/operativnoZSU,0.467,0.533,0.0,-0.5423,n/a,n/a
40,"08:28 AM, 02 Jan 2023","While the weather in Ukraine is breaking heat records and the Muscovites are trying to damage our energy system, the storms are covered with frost without external influence. Nature is for us! https://t.me/operativnoZSU",0.095,0.847,0.057,-0.3382,n/a,n/a
41,"08:30 AM, 02 Jan 2023","❗️Russian army struck another terrorist attack in Kherson region This morning Russians attacked the center of Beryslav - fired at the city market. At this moment, 5 wounded are known. Three people are in serious condition.",0.387,0.613,0.0,-0.9493,Kherson,Kherson
42,"08:31 AM, 02 Jan 2023","The authorities of the Russian city of Voronezh reported ""air defense operation"" and ""shooting down of a Ukrainian drone"" at night. City officials traditionally stated that ""there were no casualties or destruction"". We are waiting for detailed information from more reliable sources. 👉 Subscribe to ZN.UA",0.048,0.919,0.033,-0.1779,n/a,n/a
43,"08:31 AM, 02 Jan 2023","Hollywood actor Jeremy Renner hospitalized in critical but stable condition - ABC News. A source says the star of ""Mission Impossible,"" ""The Bourne Supremacy"" and a number of Marvel comic book movies suffered serious injuries while shoveling snow. What exactly happened to the 51-year-old actor is not yet specified. 👉Subscribe to ZN.UA",0.126,0.716,0.158,0.2144,n/a,n/a
44,"08:31 AM, 02 Jan 2023","As a result of the massive attack on the capital on December 31, another victim died - the mayor of the city Vitali Klitschko. ""This morning one of the victims of the Russian attack on the capital on December 31 died. The 46-year-old man was in intensive care in serious condition,"" the politician said. 👉 Subscribe to ZN.UA",0.276,0.678,0.046,-0.9313,n/a,n/a
45,"08:31 AM, 02 Jan 2023","Help with the detention of a terrorist or collaborator? No problem! Have fun in the snow in your free time? Also possible! That's how our four-legged Special Forces men from the ""K-9"" unit live and work. They also enjoy the daily statistics of the occupants' losses and regularly put their sharp teeth and furry paws to it 🐕 Good mood to all on the first day of the new year! Dog Patron, come visit 🇺🇦🇦",0.154,0.645,0.201,0.6742,n/a,n/a
46,"08:37 AM, 02 Jan 2023",Realities of life in Bakhmut...,0.0,1.0,0.0,0.0,n/a,n/a
47,"08:38 AM, 02 Jan 2023","Russian army strikes another terrorist attack in Kherson region - OVA This morning, Russians attacked the center of Beryslav - they fired at the city market. Presumably, the fire was conducted from a tank from the side of the temporarily occupied Kakhovka. At this moment, 5 wounded are known. Three people are in serious condition. They will be evacuated to Kherson, where doctors will provide the necessary medical assistance. https://t.me/operativnoZSU",0.259,0.741,0.0,-0.9618,Kherson,Kherson
48,"08:38 AM, 02 Jan 2023",⚠️ Did you remember to congratulate Grandpa Kabayev on the new year 2023? Sergey Bratchuk https://t.me/operativnoZSU,0.0,0.824,0.176,0.4939,n/a,n/a
49,"08:40 AM, 02 Jan 2023","In the morning occupants fired at the city market in the center of Beryslav, at least five people were injured, - head of Kherson Regional Military Administration Yanushevych. 👉 Subscribe to ZN.UA",0.184,0.816,0.0,-0.743,Kherson,Kherson
50,"08:45 AM, 02 Jan 2023","From the chats: Kuindzhi 72, the deadline for completion of the work is stated 31.12, but nothing has been done so far.",0.0,1.0,0.0,0.0,n/a,n/a
51,"08:46 AM, 02 Jan 2023",🦅109th separate mountain assault battalion of the 10th separate mountain assault brigade demonstrated hunting for mushroom. @strichka_ua - stay up to date,0.286,0.714,0.0,-0.8225,n/a,n/a
52,"08:47 AM, 02 Jan 2023","+720 ""good Russians"" added to the General Staff summary Total enemy combat losses amount to 107,440 🇺🇦 Ukraine Now",0.325,0.566,0.109,-0.6908,n/a,n/a
53,"08:48 AM, 02 Jan 2023","💡Updated information on the energy situation in Lviv region: Until 16:00, electricity will be supplied to consumers without any outages. Then you should expect a schedule of hourly outages. 🇺🇦 Lviv 24/7",0.0,0.935,0.065,0.2732,Lviv,Dnipro-petrovsk
54,"08:48 AM, 02 Jan 2023",🌳 Lviv region is the second region in Ukraine under the program of planting gardens 🇺🇦 Lviv 24/7,0.0,1.0,0.0,0.0,Lviv,Dnipro-petrovsk
55,"08:48 AM, 02 Jan 2023","Help with the detention of a terrorist or collaborator? No problem! Play in the snow in your free time? Also possible! That's how the four-legged Special Forces men from ""K-9"" unit live and work. They also enjoy the daily statistics of the occupiers' losses and regularly put their sharp teeth and furry paws to it 🐕 https://t.me/operativnoZSU",0.21,0.6,0.191,-0.3493,n/a,n/a
56,"08:50 AM, 02 Jan 2023",An occupant's bullet pierced through the helmet of an AFU soldier Born with his shirt on. UA Insider | Subscribe,0.205,0.795,0.0,-0.6841,n/a,n/a
57,"08:50 AM, 02 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
58,"08:50 AM, 02 Jan 2023",The main Christmas tree of the country is among the top 15 most beautiful Christmas trees in Europe - BBC News rating. The top five of the rating is as follows: 🎄1. Vilnius 🎄2. Hong Kong 🎄3. Stockholm 🎄4. Caracas 🎄5. Kyiv 👉Subscribe to ZN.UA,0.0,0.84,0.16,0.7778,Kyiv,Kyiv
59,"08:55 AM, 02 Jan 2023","❗️Friends, right now you can hear explosions - our guys are working There is no reason to worry send news @novosti_kieva_bot 👉SUBSCRIBE",0.212,0.788,0.0,-0.6249,n/a,n/a
60,"08:55 AM, 02 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
61,"09:00 AM, 02 Jan 2023","Serhiy is the person who ""puts on its feet"" the trophy military equipment to make it work for the benefit of Ukraine. Until February 24, he taught special disciplines on the construction of agricultural machinery at the Agricultural College. He had been doing this for 15 years. Today, Serhii is a serviceman of the Armed Forces of Ukraine and serves in a separate mechanized brigade named after Prince Roman the Great. Of course, Serhiy deals with the equipment of our warriors and does everything possible to ensure that it is technically sound and helps to destroy the enemy. The man tells about the ""Russian land-lease"" as follows: ""All of them ""complain"" to me that their former owners did not love them and exploited them mercilessly. Therefore, I first make a full examination and begin to ""treat"". And, let me tell you, after such treatment, no car refuses to work properly. It becomes ""in service"" and destroys its former owners"". Source: ArmyInform. #heroes",0.106,0.811,0.083,-0.6331,n/a,n/a
62,"09:01 AM, 02 Jan 2023","Fierce fighting is currently taking place for control of the P66 highway north of Kreminna in Luhansk region, British intelligence reports. ""Since October, Ukrainian artillery has prevented its use, but if Ukraine were able to take control of this road, it would likely further undermine Russian defences in Kreminna,"" the UK Ministry of Defence said. 👉 Subscribe to ZN.UA",0.094,0.831,0.075,-0.2846,Luhansk,Luhansk
63,"09:03 AM, 02 Jan 2023","📲 ""Pobeda"": an app to help Ukrainians abroad For Ukrainians who were forced to go abroad due to the full-scale invasion of Russia and are in a difficult situation, the ""Event"" application was created, The Village portal reports. There volunteers can offer support: psychological assistance, legal advice, food, clothing or even creative activities for children. Citizens of any country can join as a volunteer. The application also supports online events. 👉 So far, the beta version of the app is available for download only on Android, soon it will be available for iOS.",0.054,0.784,0.162,0.8402,n/a,n/a
64,"09:05 AM, 02 Jan 2023",TSUM inside 😞,0.0,1.0,0.0,0.0,n/a,n/a
65,"09:05 AM, 02 Jan 2023",Schoolchildren from Mariupol were sent to celebrate the New Year in St. Petersburg,0.0,0.764,0.236,0.5719,Mariupol,Donetsk
66,"09:05 AM, 02 Jan 2023",At the moment in our region there are updated stabilization schedules of power outages View the schedule 👉 https://www.dtek-oem.com.ua/ua/shutdowns Send news 👉 @our_odessabot 👉,0.0,1.0,0.0,0.0,n/a,n/a
67,"09:05 AM, 02 Jan 2023",⚡️Odessa electric transport went on a trip Send news 👉 @our_odessabot 👉,0.0,1.0,0.0,0.0,n/a,n/a
68,"09:07 AM, 02 Jan 2023","⚡️Mobilization in Ukraine has not stopped since February 24 and is proceeding as planned, - the secretary of the National Security and Defense Council Oleksiy Danilov. ""As much as our Armed Forces need, so much do the Recruitment Centers conscript into our army those people that the AFU considers necessary for this period of time,"" Danilov said.",0.074,0.836,0.089,-0.2656,n/a,n/a
69,"09:07 AM, 02 Jan 2023","🤬 All night the Russians continued firing in different areas along the entire front line ▪️On the Donetsk direction, Marinka and the vicinity of the Ocheretinskaya cluster were subjected to intermittent shelling. Overnight there were isolated arrivals at the old part of Avdeevka, and in the morning the city was shelled from Grad missiles. ▪️On the Gorlovka direction, the Konstantynivka community suffered the most damage - a house in Ivanopolye and a house in Aleksandro-Shultino were damaged. ▪️On the Lysychansk direction - about 30 incursions on Zarechnoye, Torsky and Terns of Liman cluster - no casualties.",0.164,0.836,0.0,-0.9381,Donetsk,Donetsk
70,"09:07 AM, 02 Jan 2023","❗️ From January 1, every Ukrainian can get free energy-saving LED-lamps - Ministry of Integration To do this you must previously leave an application in the application of public services ""Diya"", come to the branch of ""Ukrposhta"" and exchange five old bulbs for five LED ones. Only Ukrainians over 18 years old can do it. The new LED lights will help save the country up to 1.5 gigawatts of electricity during peak hours.",0.015,0.867,0.117,0.8402,n/a,n/a
71,"09:09 AM, 02 Jan 2023","‼️As of 9:30, Mykolaivvodokanal stopped the operation of all water supply pumping stations. The reason is a technical problem with power supply at production units. Power engineers have already started repair work and are finding out how long it will take to restore power supply. https://t.me/operativnoZSU",0.094,0.861,0.045,-0.34,n/a,n/a
72,"09:09 AM, 02 Jan 2023","Freshly mobilized people continue to come out of the marshes near the Makiyevo brook. Propagandists are howling and trying to find someone extreme, how it happened that so many carcasses were stuffed into the vocational school and the base was covered. It seems that the Russian Ministry of Killing decided to launch the information that the chmobiks themselves are to blame and surrendered their positions, and the Russian Ministry of Defense is not to blame. https://t.me/operativnoZSU",0.111,0.871,0.018,-0.8271,n/a,n/a
73,"09:09 AM, 02 Jan 2023","The quick Mr. Himars managed to visit the New Year's fire not only in the vocational school-19, but also in other occupied locations. https://t.me/operativnoZSU",0.069,0.931,0.0,-0.1779,n/a,n/a
74,"09:09 AM, 02 Jan 2023",Marinka. Our days.,0.0,1.0,0.0,0.0,n/a,n/a
75,"09:09 AM, 02 Jan 2023","A powerful explosion was heard in Voronezh last night. This is reported by local publicity groups. It is noted that the explosion occurred on the outskirts of the city near the military airport ""Baltimore"". Su-34 bombers are based there. According to preliminary information, the air defense system went off. However, the Emergencies Ministry reports that there were no explosions.",0.036,0.894,0.07,0.2732,n/a,n/a
76,"09:10 AM, 02 Jan 2023","As a result of the drone attack, the energy infrastructure was damaged, but the situation is under control, - Ukrenergo. Because of this, consumption limits have been brought to the regions, planned schedules of outages in the regions are likely to be applied. The most difficult situation is in Kyiv, emergency blackouts have been introduced in the capital. 👉 Subscribe to ZN.UA",0.166,0.81,0.023,-0.8604,n/a,n/a
77,"09:13 AM, 02 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
78,"09:13 AM, 02 Jan 2023","One of the victims of the missile attack on the capital on December 31 died in Kyiv The 46-year-old man was in intensive care in serious condition. It should be recalled that during December 31, the Russian military launched 31 missile and 12 air strikes on Ukraine, as well as carried out more than 70 attacks from multiple rocket launchers.",0.216,0.691,0.092,-0.8467,Kyiv,Kyiv
79,"09:14 AM, 02 Jan 2023","Against the backdrop of reports from Russian military commanders about significant losses of mobilized soldiers of the Russian Armed Forces (from several dozen to several hundred) as a result of the arrival from Haimars to the place of accumulation and cantonment of military in the vocational school in Makiivka, criticism of the command of the Russian Armed Forces has once again escalated from freelance military officers and bloggers affiliated with Prigozhin. They criticize the command of the Armed Forces of the Russian Federation, criticize generals for miscalculations that cost the lives of the Chechens. Thus, Prigozhin continues to play on discrediting and criticizing the command of the ""SVO"", although his ORKestants are dying from stupid tactical decisions even more than the PMObiks, but in the media he creates the image of a ""father-commander"" who is constantly ""on the front line"", unlike the generals of the Russian Armed Forces, whom Prigozhin's trolls portray as stupid and short-sighted. Every success of the Ukrainian army, even local, becomes a new information occasion for ""sexual relations"" of Russian ""frogs and vipers"". And this is great, because it enhances the information effect. @informnapalm",0.077,0.835,0.088,0.6249,n/a,n/a
80,"09:18 AM, 02 Jan 2023","As a result of the drone attack, energy infrastructure was damaged, but the situation is under control - ""Ukrenergo"" Consumption limits have been communicated to the regions, and scheduled outage schedules are likely to be applied in the regions. The most difficult situation is in Kyiv, where emergency shutdowns have been introduced in the capital. 🇺🇦 Ukraine Now",0.174,0.801,0.024,-0.8604,n/a,n/a
81,"09:19 AM, 02 Jan 2023","In Makiivka, on New Year's Eve, MLRS fired at a vocational school where servicemen were stationed. It is suspected that the servicemen who had been mobilized were there. It is reported that there were casualties and victims. The building itself sustained significant damage.",0.221,0.743,0.036,-0.8481,n/a,n/a
82,"09:20 AM, 02 Jan 2023","⚡ It may be loud in Kyiv region - sappers will destroy explosive ordnance Today, January 2, from 14:00 to 16:00 in Bucha district, sappers of the State Emergency Service will destroy explosive devices. Also during the day, training for sappers will be held in Vyshgorod district. In this regard, the sounds of explosions may be heard in some communities of the region. 🙏 Stay calm and in case of an air raid, immediately go to shelters. https://t.me/operativnoZSU",0.116,0.856,0.028,-0.8074,Kyiv,Kyiv
83,"09:20 AM, 02 Jan 2023","Despite shelling and drone attacks, Kyiv region celebrated New Year without emergency power outages - OVA Power engineers continue to work in an enhanced mode in order not to return to emergency shutdowns. However, we are currently observing an increase in electricity consumption and excessive load on the grid. Therefore, it is important not to forget about the reasonable consumption of light - use energy-intensive devices in turn and use light sparingly. We continue to eliminate the consequences of night shelling - in the morning we have 11 damaged private houses in Fastiv and Obukhiv districts. Relevant commissions are already working there and recording the destruction to start repair work as soon as possible. We are getting stronger every day. Together to the Victory. https://t.me/operativnoZSU",0.069,0.812,0.119,0.6038,Obukhiv,Kyiv
84,"09:20 AM, 02 Jan 2023","Today it will be loud in Kyiv and the region! - KMBA. From 14:00 to 16:00 in Bucha district, the SES will destroy explosive devices. While in Vyshgorod district, training for sappers will be held. 👉 Subscribe to ZN.UA",0.095,0.905,0.0,-0.5848,Kyiv,Kyiv
85,"09:26 AM, 02 Jan 2023","By the way, these are not the last explosions today - from 14:00 to 16:00, sappers of the State Emergencies Service will be destroying explosive objects in Bucha district And during the day, training for sappers will be held in Vyshgorod district. send news @novosti_kieva_bot 👉SUBSCRIBE",0.076,0.924,0.0,-0.5574,n/a,n/a
86,"09:26 AM, 02 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
87,"09:29 AM, 02 Jan 2023","Katsap VSS ""Vintorez"" against the Polish plate https://t.me/operativnoZSU",0.0,1.0,0.0,0.0,n/a,n/a
88,"09:30 AM, 02 Jan 2023","❗️A ""cotton"" was heard at night in Voronezh, Russia Locals reported explosions near the Baltimore airfield, where Russian Su-34s are stationed. The city authorities announced the downing of a reconnaissance drone that took off from Ukraine.",0.0,1.0,0.0,0.0,n/a,n/a
89,"09:30 AM, 02 Jan 2023","Kharkiv Oblast police officers document the consequences of enemy shelling Over the past 24 hours, the Kupyansk and Chuguev districts, located near the border, have been in the firing zone. Send news 👉 @Kharkiv_Lifebot 👉",0.16,0.84,0.0,-0.7096,Kharkiv,Kharkiv
