,datetime,message,negativity,neutrality,positivity,compound,city,oblast
14,"10:06 AM, 03 Jan 2023",🦇 More than a thousand bats remained in the Ukrainian Bat Rehabilitation Center for wintering: they are planned to be released in April. How the center works during the war - read in the material of Suspilne Kharkiv,0.103,0.897,0.0,-0.5994,Kharkiv,Kharkiv
15,"10:08 AM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
16,"10:08 AM, 03 Jan 2023","Ukrainian 152-mm shells began to arrive at the front As reported by OSINT experts Ukraine Weapons Tracker, the Defense Forces have already started receiving new 152mm shells, the production of which could only be launched after the start of the full-scale invasion of Russia. They have a different marking from the Soviet ones (designated OF-25T, not OF-25). These shells can be fired from D-20/Msta-B howitzers and 2S3/Msta-S LNGs. 🇺🇦 Ukraine Now",0.086,0.874,0.04,-0.6705,n/a,n/a
17,"10:08 AM, 03 Jan 2023","Dear friends! The staff of the Lviv National Opera and Ballet Theatre is already in Kyiv and is looking forward to meeting you today at 16:00 with the performance ""Snow White"" and tomorrow at the same time with ""Esmeralda"" (Notre Dame de Paris). And for all those who have not yet had time to buy tickets for today's ballet, ticket operators have prepared a special offer - using the promo code ""pipecputinu"" you will receive a 25% discount. ✅Tickets for ""Snow White"" Tickets for ""Esmeralda""",0.0,0.88,0.12,0.8622,Kyiv,Kyiv
18,"10:10 AM, 03 Jan 2023","❗️The ice arena in Druzhkivka stored humanitarian aid for civilians It used to be the home arena of the eight-time Ukrainian champions hockey club Donbass. The Donetsk hockey club is losing its third home to Russian occupants - first the Druzhba Sports Palace in Donetsk, then the Mariupol Ice Center, and now the Altair.",0.046,0.895,0.06,0.2023,Mariupol,Donetsk
19,"10:10 AM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
20,"10:12 AM, 03 Jan 2023","From 14:00 Kyiv returns to stabilization schedules Warm weather and reduced consumption by industry allowed to minimally limit electricity for Kyiv residents during the holidays. However, the economy must work and industrial consumption is growing. Accordingly, the load on the power system increases. Therefore, today at 14:00 in Kyiv, stabilization schedules of outages to avoid accidents in the power system will be reintroduced. https://t.me/operativnoZSU",0.065,0.846,0.089,0.1779,Kyiv,Kyiv
21,"10:13 AM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
22,"10:13 AM, 03 Jan 2023","As of now, Kyiv region is fully supplied with electricity. There are no emergency and scheduled blackouts in the region. However, this situation may change. It is extremely necessary to continue the economical consumption of light. Oleksiy Kuleba https://t.me/operativnoZSU",0.115,0.885,0.0,-0.5859,Kyiv,Kyiv
23,"10:13 AM, 03 Jan 2023","A crew of the ""MILAN"" anti-tank missile system of the ""Volat"" battalion of the Kastus Kalynovskyi regiment was working at the enemy's observation post https://t.me/operativnoZSU",0.0,1.0,0.0,0.0,n/a,n/a
24,"10:23 AM, 03 Jan 2023","Svatovo, bombing of a warehouse with BK! 92nd OMBR https://t.me/operativnoZSU",0.0,1.0,0.0,0.0,n/a,n/a
25,"10:23 AM, 03 Jan 2023","Paratrooper soldier, actor and bard Dmytro Linartovych together with his sworn brothers continues to perform assigned tasks in Donbas We are winning! https://t.me/operativnoZSU",0.0,0.856,0.144,0.5707,n/a,n/a
26,"10:23 AM, 03 Jan 2023","The ""fun"" continues in Russia: a horse with a carriage crashed into a crowd of people in St. Petersburg https://t.me/operativnoZSU",0.0,1.0,0.0,0.0,n/a,n/a
27,"10:26 AM, 03 Jan 2023","The destruction of 1,000 NATO mercenaries was recorded at the Altair ice arena in the Donetsk region.",0.188,0.812,0.0,-0.5719,Donetsk,Donetsk
28,"10:30 AM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
29,"10:30 AM, 03 Jan 2023","🎄 When the new year comes, it is customary to sum up the results of the old one. What is the Verkhovna Rada going to do in 2023 - our Oleksandr Salizhenko figured out: https://bit.ly/3VLm4hI 🔺 For the first time, the Verkhovna Rada has been working for a long time with restrictions on informing about its work: some information from the parliament's website has been removed for security reasons, videos of meetings are published after the fact, and the activities of committees are covered selectively. Obviously, such restrictions have negative consequences, and the different level of openness indicates the abuse and unwillingness of some committee chairmen to properly conduct their work. 🔺 For the first time in the Ukrainian parliament in the first months of full-scale aggression, there was an informal ""defense coalition"" of MPs from the government and the opposition, which initially demonstrated productive voting dynamics and a significant percentage of decision-making by the constitutional majority. However, the further the Ukrainian Armed Forces drove Russian troops from the capital, the more the parliament returned to the usual politicking and party confrontations. 🔺 For the first time, the Ukrainian parliament in the conditions of a full-scale war became a real platform for meetings of international delegations and speeches of world leaders, who often addressed Ukrainian MPs in Ukrainian and quoted Ukrainian classics. It was the first time that the Ukrainian Parliament saw such a number of European politicians during the spring-summer.",0.066,0.877,0.057,-0.743,n/a,n/a
30,"10:30 AM, 03 Jan 2023","Lubinets plans to meet with Moskalkova to discuss the release of civilians The meeting to be held ""this month"" will discuss the release of civilians. ZMINA previously explained that it is sometimes even more difficult to release civilians from Russian prisons and torture chambers than prisoners of war. Russians usually answer the relatives of the abducted that they have no wanted persons.",0.257,0.743,0.0,-0.9606,n/a,n/a
31,"10:31 AM, 03 Jan 2023","Now in Ukraine there are four problems that weaken the state and personally the Supreme Commander-in-Chief Volodymyr Zelenskyi, - journalist Yuriy Butusov. The Ukrainian journalist analyzed the situation in the country after ten months of war and concluded that the weak links in state governance are organization, responsibility, planning and personnel. Read about each of these problems in detail in the exclusive material for ZN.UA. 👉 Subscribe to ZN.UA",0.187,0.749,0.064,-0.872,n/a,n/a
32,"10:31 AM, 03 Jan 2023","This is how the Altair Ice Arena in Druzhkivka, Donetsk region, looks like after an enemy strike. 👉 Subscribe to ZN.UA",0.204,0.694,0.102,-0.3612,Donetsk,Donetsk
33,"10:32 AM, 03 Jan 2023","Once again, the Kyiv district of Donetsk came under heavy fire.",0.194,0.806,0.0,-0.34,Donetsk,Donetsk
34,"10:32 AM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
35,"10:32 AM, 03 Jan 2023","Photo from Druzhkivka, where shells flew at night.",0.0,1.0,0.0,0.0,n/a,n/a
36,"10:33 AM, 03 Jan 2023","""Consequences of the night missile strike on Kramatorsk - 34 private houses and 8 apartment buildings were damaged. A person was also wounded. Russia is a stinking country."" - Oleksandr Honcharenko https://t.me/operativnoZSU",0.245,0.755,0.0,-0.7783,Kramatorsk,Donetsk
37,"10:33 AM, 03 Jan 2023",The Ukrainian Sea Ports Authority reported an increase in the queue of ships waiting for inspection in the Bosporus to move to and from Ukrainian ports - due to delays on the part of the Russian side. Sergiy Bratchuk https://t.me/operativnoZSU,0.0,0.911,0.089,0.3818,n/a,n/a
38,"10:33 AM, 03 Jan 2023",The 18th Separate Brigade of the Army Aviation named after Ihor Sikorskyi is shooting down the enemy in the air https://t.me/operativnoZSU,0.149,0.851,0.0,-0.5423,n/a,n/a
39,"10:36 AM, 03 Jan 2023",💥Video of the explosion of the BC warehouse in Svatove. Published by the head of the Luhansk OVA Gaidai 🇺🇦Real War,0.163,0.837,0.0,-0.5994,Luhansk,Luhansk
40,"10:36 AM, 03 Jan 2023","The AFU created ""500 lines of defense"" in Bakhmut - these are the tales that the founder of the Wagner Group, Priggin, and his war roosters feed the Russians This is how the Rashists are trying to justify their failures in this direction. They throw a huge number of ""mobiks"" there, but the AFU successfully ""grinds"" them down. Yes, Russians, Bakhmut is beyond your grasp! 🇺🇦Real War",0.223,0.622,0.154,-0.8738,Bakhmut,Donetsk
41,"10:36 AM, 03 Jan 2023","Natalia Gumenyuk, spokeswoman of the JC ""South"", said that it is too early to talk about the liberation of Velyky Potemkinsky Island in Kherson region. ""Planting the flag is a signal to the enemy that we are working, that the land is ours, that it is all Ukraine. And it is also a reminder to them of the irreversibility of the processes we have planned, - noted Humeniuk. - ""But it is too early to talk about liberation. ""Note that the military (in the video) said that the flag was installed, not about absolute liberation. We need to trust those who do it,"" concluded Humeniuk. UPD: The location of the flag is marked on the deepstate map. 🇺🇦Real War",0.061,0.903,0.036,-0.4854,Kherson,Kherson
42,"10:36 AM, 03 Jan 2023","Russian propagandists demand to deprive Valeriy Meladze of Russian citizenship for the fact that the singer at a corporate party in the United Arab Emirates responded to the slogan ""Glory to Ukraine!"" with a whisper ""Glory to the Heroes!"" 🇺🇦Real War",0.159,0.597,0.244,0.6792,n/a,n/a
43,"10:36 AM, 03 Jan 2023","⚡ Electricity restrictions do not apply until 14:00 - due to warm weather and reduced consumption Ukrenergo also reports that due to clear weather, the production of electricity by solar power plants has increased. 🇺🇦Real War",0.096,0.741,0.163,0.1779,n/a,n/a
44,"10:36 AM, 03 Jan 2023","""There is absolute confidence in our victory"": the Ministry of Defense told about plans for 2023 Deputy Defense Minister Hanna Malyar noted that Ukraine has learned to resist the enemy very well. ""We have no confusion, we are absolutely confident now fighting and moving towards our victory. We now know exactly our strength, that we can withstand everyday tests, some material things"". 🇺🇦Real War",0.176,0.639,0.185,-0.0458,n/a,n/a
45,"10:36 AM, 03 Jan 2023","🤯 In Kyiv region, a 65-year-old deputy attacked police officers. The conflict occurred in the village of Rokytne. While patrolling, the police stopped a car. The driver had signs of intoxication. The man tore off the body camera and threatened the policemen with physical violence. During the detention, the deputy resisted, and then fled the scene, the Main Office of the National Police in Kyiv region reported. Now the deputy faces two years of correctional labor, arrest for up to 6 months, or restraint of liberty for up to 3 years, or imprisonment for the same term. 🇺🇦Real War",0.207,0.762,0.03,-0.9565,Kyiv,Kyiv
46,"10:38 AM, 03 Jan 2023","Main events of the day in Lviv region: 📍 There were no threats of missile attacks in the region. 📍 As of now, electricity is supplied to all consumers in the Lviv region, no blackout schedule is applied. 📍 Two evacuation trains brought 35 people to Lviv. 📍 498 people went to Przemyśl from Lviv region by four trains. 📍 17 thousand 216 people crossed the checkpoints in the Lviv region for departure per day. Entry was issued to 14 thousand 637 people, including 13 thousand 673 Ukrainians. 📍 The regional police processed 1296 appeals about suspicious people and objects. 🇺🇦 Lviv 24/7",0.12,0.88,0.0,-0.891,Lviv,Dnipro-petrovsk
47,"10:38 AM, 03 Jan 2023","The ""Ukrzaliznytsya"" has scheduled additional trains for January 6-8 🚆 191/192 Kyiv - Lviv January 8 at 07:44 from Kyiv and at 15:28 in Lviv. Back on January 8 at 08:06, arriving at 15:38. 🚆 168 Lviv - Odesa January 8 at 08:50 from Lviv, arrival at 19:49. Return on the same day at 10:16, arriving at 21:38. Also, until January 8 inclusive, a direct Intercity+ flight to Slavsk ""Ski Express"" №745 will be running. All tickets are still available in the app. 🇺🇦 Lviv 24/7",0.0,1.0,0.0,0.0,Lviv,Dnipro-petrovsk
48,"10:38 AM, 03 Jan 2023","How residents of Lviv region receive electricity today, January 3: ⏰ until 14:00 - blackout schedules do NOT apply💡. 14:00-23:00 - hourly outage schedules are in effect 🚫 🇺🇦 Lviv 24/7",0.0,1.0,0.0,0.0,Lviv,Dnipro-petrovsk
49,"10:38 AM, 03 Jan 2023","In Lviv region, a man was seeing off the old year so much that he almost died Men at the end of the work shift gathered at the table, decided to spend the old year. Suddenly one of them coughed, left the room and fell. It turned out that the man had choked on a piece of barbecue. 🇺🇦 Lviv 24/7",0.101,0.899,0.0,-0.7512,Lviv,Dnipro-petrovsk
50,"10:38 AM, 03 Jan 2023","🚒 In Lviv, a fire almost destroyed a Renault On January 2, at 22:11, a fire broke out in Lviv on Kulparkivska Street. A Renault was burning there. Arriving at the scene, rescuers saw that thick black smoke was coming out from under the hood of the car. The fire destroyed the engine compartment over an area of 1 square meter. The causes and circumstances of the fire are being established. 🇺🇦 Lviv 24/7",0.23,0.77,0.0,-0.9452,Lviv,Dnipro-petrovsk
51,"10:38 AM, 03 Jan 2023",📞 A bomb threat has been reported at the City Hall again Relevant services are working at the scene 🇺🇦 Lviv 24/7,0.268,0.732,0.0,-0.765,Lviv,Dnipro-petrovsk
52,"10:39 AM, 03 Jan 2023",💡Kyiv today at 14 o'clock instead of emergency outages returns to the schedule The schedules consist of three categories: ➖White color on the graph: there is light and at this time its availability is guaranteed. ➖Grey color on the graph: no light is guaranteed at this time. ➖Light gray color on the graph: outages are possible if the imbalance in the power system will increase. The schedule for Kyiv is here Graph for the region - here send news @novosti_kieva_bot 👉SUBSCRIBE,0.057,0.916,0.027,-0.3612,Kyiv,Kyiv
53,"10:39 AM, 03 Jan 2023",Zelensky held a regular meeting of the Supreme Commander-in-Chief Staff Valery Zaluzhny reported on the situation in the main directions of the front. ▪️ Possible steps of the aggressor in the nearest period were described in Kirill Budanov's report. ▪️The questions of supplying our army with equipment and ammunition were discussed again. ▪️The money allowance and bonuses of servicemen were discussed separately. 🇺🇦 Ukraine Now,0.026,0.871,0.103,0.7506,n/a,n/a
54,"10:42 AM, 03 Jan 2023","Since the beginning of 2023, Ukrainian air defence has destroyed 100% of Iranian drones launched by Russia, - the spokesman of the Air Forces of the Armed Forces of Ukraine Yuriy Ignat. ""Drones are being shot down. As you can see, in two days - this is both New Year's Eve and after New Year's Eve - 84 Shahed were shot down. 100% were shot down by air defense. Such results have never been achieved before. The number of downed drones is approaching five hundred since September 11,"" the spokesman said. 👉 Subscribe to ZN.UA",0.034,0.906,0.06,-0.128,n/a,n/a
55,"10:43 AM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
56,"10:43 AM, 03 Jan 2023",He held a regular meeting of the Supreme Commander-in-Chief's Staff. Valeriy Zaluzhnyi reported on the situation on the main frontlines. Probable steps of the aggressor in the nearest period were discussed in the report of Kyrylo Budanov. The issue of supplying our army with equipment and ammunition was discussed again and again. The salaries and bonuses of servicemen were discussed separately. We are doing everything to make 2023 the year of victory. Glory to Ukraine! Volodymyr Zelenskyy https://t.me/operativnoZSU,0.021,0.851,0.128,0.8805,n/a,n/a
57,"10:43 AM, 03 Jan 2023","""Today, Russia has removed from the Belarusian territory all stockpiles of ammunition for artillery systems and multiple rocket launchers, which were created in the interests of the armed forces of the Russian Federation on the eve of the attack on Ukraine,"" Brigadier General Oleksiy Hromov https://t.me/operativnoZSU",0.062,0.858,0.08,-0.0258,n/a,n/a
58,"10:43 AM, 03 Jan 2023","Two people exploded on explosives left by the enemy in Beryslav district, Kherson region. A car with civilians came across Russian explosives on the way out of Mala Oleksandrivka. Two men died as a result of the wounds. Yaroslav Yanushevych, Head of Kherson Regional Military Administration https://t.me/operativnoZSU",0.142,0.858,0.0,-0.7964,Kherson,Kherson
59,"10:43 AM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
60,"10:44 AM, 03 Jan 2023","💪Since September, when the Russians began using Iranian kamikaze drones, the Air Defense Forces have shot down almost 500 such drones. This was announced by Air Force spokesman Yuriy Ignat. He added that during the latest mass attacks, the Ukrainian military for the first time shot down all the drones that the enemy launched in Ukraine. @babel",0.103,0.849,0.048,-0.6597,n/a,n/a
61,"10:44 AM, 03 Jan 2023","UK Ministry of Defence intelligence believes that the Russian offensive on Bakhmut has stalled. The Ukrainian Armed Forces have received reinforcements in the area, so the Russians will not be able to capture the city in the near future. @babel",0.106,0.795,0.099,-0.0772,Bakhmut,Donetsk
62,"10:44 AM, 03 Jan 2023","In 2022, there were too many big premieres on streaming services - the prequels of Game of Thrones and Lord of the Rings, the fourth season of Stranger Things, which almost broke the last year's record of The Squid Game in terms of views, Wencesday, which everyone danced along with, and many others. There were also unexpectedly great projects from which no one expected a big breakthrough, such as ""Bear"" or ""Andor"". ""Babel has collected the top ten best series of 2022, among which there will definitely be at least one that you missed.",0.066,0.812,0.122,0.7841,n/a,n/a
63,"10:44 AM, 03 Jan 2023","The Security Service of Ukraine has announced the first suspicions to the Russian military leadership for strikes on civilian objects. It concerns the commander of the long-range aviation of the Russian Aerospace Forces, Colonel General Sergey Kobylash and the former commander of the Russian Black Sea Fleet, Admiral Igor Osipov. @babel",0.088,0.829,0.083,-0.0772,n/a,n/a
64,"10:44 AM, 03 Jan 2023",Is the crew all right? How are they feeling? @antiitforce,0.0,0.829,0.171,0.2168,n/a,n/a
65,"10:47 AM, 03 Jan 2023","🇵🇱Video of the Ministry of Defense of Poland about the power of its army We are always glad for such support. Join us, friends. It is more fun to kill Russians together ↪So_1F_1FAE0↩",0.105,0.553,0.342,0.8454,n/a,n/a
66,"10:50 AM, 03 Jan 2023","Lights will not be turned off until 14:00 - ""Ukrenergo"" The power plants produce enough electricity to cover the load now that electricity consumption is reduced due to warm weather. In addition, because of the clear weather in the morning and afternoon hours, the production of electricity by solar power plants is increased. Therefore, consumption restrictions until 2 p.m. do not apply. At the same time, a gradual increase in consumption is predicted for the evening. Therefore, blackouts are expected there. It is noted that Kyiv will return to the stabilization schedules of blackouts, too. 🇺🇦 Ukraine Now",0.0,0.911,0.089,0.7845,Kyiv,Kyiv
67,"10:51 AM, 03 Jan 2023","Air alert declared in Dnipropetrovska oblast, possible UAV threat. Local publics report that an enemy drone of unknown type was destroyed in the region. 👉 Subscribe to ZN.UA",0.286,0.652,0.062,-0.836,n/a,n/a
68,"10:54 AM, 03 Jan 2023",Non-toned FAB-250 and destroyed Russian BTR-82A https://t.me/operativnoZSU,0.348,0.652,0.0,-0.4939,n/a,n/a
69,"10:54 AM, 03 Jan 2023","In the morning, Russians shelled Kurakhove with artillery - they hit a residential area. According to preliminary information, 1 person was killed, 2 more were wounded. There is also damage: one shell hit a high-rise building directly. In addition, a water supply infrastructure facility was damaged and windows in buildings near the hit site were broken. Pavlo Kyrylenko, Head of Donetsk Military District Administration https://t.me/operativnoZSU",0.199,0.801,0.0,-0.9287,Donetsk,Donetsk
70,"10:54 AM, 03 Jan 2023","More activists of the ""Yellow Ribbon"" movement in Melitopol https://t.me/operativnoZSU",0.0,1.0,0.0,0.0,Melitopol,Zaporizhzhia
71,"10:56 AM, 03 Jan 2023","SBU uncovers another torture chamber of racists in liberated Mykolaiv region The SBU established the location of another torture chamber of Russian invaders during the stabilization measures in the liberated districts of Mykolaiv region. The ""facility"" was arranged on the territory of a seized private house in the occupied village of Oleksandrivka. The racists forcibly detained and brutally tortured local residents who refused to cooperate with the enemy. They tried to ""beat out"" the addresses of Ukrainian patriots, in particular members of the resistance movement. The victims were strangled with plastic bags, beaten with heavy objects and used electric shockers. During the inspection of the torture chamber, law enforcement officers found the ""tools"" of torture. In addition, they identified Ukrainian citizens who had been illegally detained and tortured by racists for a month. The criminal proceeding was initiated under Part 1 Art. 438 (violation of the laws and customs of war) of the Criminal Code of Ukraine. Investigative and operative actions are ongoing to identify the Russian occupants involved in war crimes. The complex measures were conducted by the SBU officers in Mykolaiv region under the procedural supervision of the Prosecutor's Office.",0.294,0.706,0.0,-0.9969,Mykolaiv,Mykolaiv
72,"10:58 AM, 03 Jan 2023","From January 1, all insurance payments are made by the Pension Fund of Ukraine: what it means for citizens Despite the war, the state continues to fulfill its social obligations to Ukrainians, including the provision of state social insurance. The Government has quickly and efficiently implemented the requirements of the Law No. 2620 adopted in September to introduce a new organizational model of social insurance in Ukraine. According to the Law, starting from January 1, payments in connection with temporary disability and industrial accidents will be made not by the Social Insurance Fund of Ukraine but by the Pension Fund of Ukraine. Despite the change of the body that makes insurance payments, the amount of these payments for citizens is preserved, and the amount of some - even increased. ATTENTION! Rehabilitation of victims at work will also continue to be financed. Read more at the link According to the materials of the Ministry of Social Policy 🇺🇦 ZOVA website 🇺🇦 | Facebook ZOVA 🇺🇦 | YouTube ZOVA",0.036,0.912,0.052,0.3849,n/a,n/a
73,"10:59 AM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
74,"10:59 AM, 03 Jan 2023","‼️ There are reports of explosions in the Dnipropetrovsk region. Preliminarily, air defense work on drones An alarm is declared in the region. 👉 All about the situation in Dnipro and the region. Follow the link and subscribe: https://t.me/+D4wEKlphQT43MGVi 🇺🇦 Ukraine Now",0.056,0.909,0.035,-0.2263,Dnipro,Dnipro-petrovsk
75,"11:01 AM, 03 Jan 2023","💛 The mobile delivery teams of the Rinat Akhmetov Foundation, despite the danger, continue to deliver humanitarian aid to the hottest spots of our country. 📦 Recently, almost 4 thousand food sets from the Foundation were delivered to residents of Selidovo and Novogrodovka, located near the front line. 🚚 In total, since the beginning of the full-scale war, the Rinat Akhmetov Foundation has handed over more than 149 thousand sets for residents of Donetsk Oblast and those who temporarily evacuated from the region. In total, from February 24, 2022, 800 thousand sets with food from the Foundation will be transferred to the residents of Ukraine 🙌 The assistance is provided under the ""Rinat Akhmetov - Saving Lives"" program. Since 2014, the assistance from Rinat Akhmetov Foundation, SCM businesses and FC Shakhtar has reached more than 18 million people. For more details, please follow the link.",0.027,0.927,0.046,0.2154,Donetsk,Donetsk
76,"11:02 AM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
77,"11:02 AM, 03 Jan 2023","The SBU discovered another torture chamber in de-occupied Oleksandrivka, Mykolaiv region. The ""facility"" was arranged on the territory of a seized private house in the occupied village. In the torture chamber, the invaders ""beat out"" information about local patriots, members of the resistance movement and ATO participants. ""The victims were strangled with plastic bags, beaten with heavy objects and stun guns. During the inspection of the torture chamber, law enforcement officers found ""tools"" of torture."" 👉Subscribe to ZN.UA",0.222,0.778,0.0,-0.9652,Mykolaiv,Mykolaiv
78,"11:03 AM, 03 Jan 2023",Cheremushki,0.0,1.0,0.0,0.0,n/a,n/a
79,"11:03 AM, 03 Jan 2023","🗣 The Russians are not planning to end the war, but will try to keep the land corridor to Crimea and seize the entire Donetsk region,"" said Ukrainian intelligence officer Andrei Chernyak ""According to Ukrainian military intelligence estimates, the Russian army could lose up to 70,000 more men over the next 4-5 months. And the leadership of the occupant country is ready for such losses,"" concluded Andrey Chernyak.",0.075,0.779,0.145,0.7615,Donetsk,Donetsk
80,"11:03 AM, 03 Jan 2023",This is how the inside of the Altair Ice Arena in Druzhkivka looks after the evening arrival.,0.0,1.0,0.0,0.0,n/a,n/a
81,"11:03 AM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
82,"11:03 AM, 03 Jan 2023","""It is still too early to talk about the liberation of Potemkin Island in the Kherson region,"" said UC Yug spokeswoman Natalia Gumenyuk.",0.0,1.0,0.0,0.0,Kherson,Kherson
83,"11:05 AM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
84,"11:05 AM, 03 Jan 2023",,0.0,0.0,0.0,0.0,n/a,n/a
85,"11:05 AM, 03 Jan 2023","SBU uncovers another torture chamber of racists in liberated Mykolaiv region The SBU established the location of another torture chamber of Russian invaders during the stabilization measures in the liberated districts of Mykolaiv region. The ""facility"" was arranged on the territory of a seized private house in the occupied village of Oleksandrivka. The racists forcibly detained and brutally tortured local residents who refused to cooperate with the enemy. They tried to ""beat out"" the addresses of Ukrainian patriots, in particular members of the resistance movement. The victims were strangled with plastic bags, beaten with heavy objects and used electric shockers. https://t.me/operativnoZSU",0.323,0.677,0.0,-0.9909,Mykolaiv,Mykolaiv
86,"11:05 AM, 03 Jan 2023","The European Parliament ""Strongly condemns Russia's support for other dictatorships that use terror to suppress the democratic aspirations of their societies, in particular the Lukashenko and Assad regimes, as well as the regimes in Iran, Cuba and other countries"" - resolution https://t.me/operativnoZSU",0.135,0.726,0.139,-0.2023,n/a,n/a
87,"11:06 AM, 03 Jan 2023",‼️Night attack of the occupiers on Kramatorsk was broadcast live on French television,0.205,0.795,0.0,-0.4767,Kramatorsk,Donetsk
